"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Sep 17 14:21:18 MSK 2020","Thu Sep 17 14:22:42 MSK 2020","83823","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Thu Sep 17 14:58:46 MSK 2020","Thu Sep 17 15:00:15 MSK 2020","89488","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)",""
"passed","Thu Sep 17 14:52:59 MSK 2020","Thu Sep 17 14:53:25 MSK 2020","26108","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в рублях c 0 рублей","Открытие накопительного счета в рублях c 0 рублей",""
"passed","Thu Sep 17 14:38:11 MSK 2020","Thu Sep 17 14:39:42 MSK 2020","90754","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Перевод В другой банк - Бюджетным организациям должен выполнится успешно","Перевод В другой банк - Бюджетным организациям должен выполнится успешно",""
"passed","Thu Sep 17 13:59:05 MSK 2020","Thu Sep 17 13:59:54 MSK 2020","48424","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с верифицированным номером телефона","Успешный перевод с верифицированным номером телефона",""
"passed","Thu Sep 17 14:49:43 MSK 2020","Thu Sep 17 14:50:06 MSK 2020","23147","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью частичного снятия","Пользователю отображается список вкладов с возможностью частичного снятия",""
"passed","Thu Sep 17 14:33:16 MSK 2020","Thu Sep 17 14:34:47 MSK 2020","90725","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям",""
"passed","Thu Sep 17 14:53:25 MSK 2020","Thu Sep 17 14:53:50 MSK 2020","24505","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в долларах с 0 долларов","Открытие накопительного счета в долларах с 0 долларов",""
"passed","Thu Sep 17 14:27:58 MSK 2020","Thu Sep 17 14:30:43 MSK 2020","165370","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям",""
"passed","Thu Sep 17 14:51:18 MSK 2020","Thu Sep 17 14:51:41 MSK 2020","23436","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на счет","Пользователю отображается список вкладов с выплатой процентов на счет",""
"skipped","Thu Sep 17 15:07:14 MSK 2020","Thu Sep 17 15:07:14 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отклик на предложение ""Мне интересно""","Отклик на предложение ""Мне интересно""",""
"passed","Thu Sep 17 14:04:37 MSK 2020","Thu Sep 17 14:06:33 MSK 2020","116154","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"failed","Thu Sep 17 15:09:56 MSK 2020","Thu Sep 17 15:11:31 MSK 2020","94421","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","По номеру карты","По номеру карты",""
"skipped","Thu Sep 17 15:18:37 MSK 2020","Thu Sep 17 15:18:37 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render no errors and button should be enabled","should render no errors and button should be enabled",""
"passed","Thu Sep 17 13:59:54 MSK 2020","Thu Sep 17 14:00:55 MSK 2020","60703","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с неверифицированным номером телефона","Успешный перевод с неверифицированным номером телефона",""
"passed","Thu Sep 17 15:00:15 MSK 2020","Thu Sep 17 15:02:46 MSK 2020","151269","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции со страницы успешного оплаты ЖКУ (с карты)",""
"skipped","Thu Sep 17 15:18:38 MSK 2020","Thu Sep 17 15:18:38 MSK 2020","1","","ChangeEmailForm integration test","","ChangeEmailForm integration test","Установка email","Установка email",""
"skipped","Thu Sep 17 15:18:58 MSK 2020","Thu Sep 17 15:18:58 MSK 2020","0","","ChangePhoneForm integration test","","ChangePhoneForm integration test","Смена номера телефона через email и повторная смена через телефон","Смена номера телефона через email и повторная смена через телефон",""
"passed","Thu Sep 17 15:07:15 MSK 2020","Thu Sep 17 15:08:08 MSK 2020","53078","","Security integration tests","","Security integration tests","Изменение пароля через профиль у клиента с неверефицированным номером телефона","Изменение пароля через профиль у клиента с неверефицированным номером телефона",""
"passed","Thu Sep 17 14:45:55 MSK 2020","Thu Sep 17 14:47:01 MSK 2020","66373","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)",""
"passed","Thu Sep 17 14:17:54 MSK 2020","Thu Sep 17 14:19:40 MSK 2020","106675","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Thu Sep 17 14:01:39 MSK 2020","Thu Sep 17 14:02:02 MSK 2020","22592","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"skipped","Thu Sep 17 14:53:50 MSK 2020","Thu Sep 17 14:53:50 MSK 2020","0","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в евро с 0 евро","Открытие накопительного счета в евро с 0 евро",""
"failed","Thu Sep 17 15:13:06 MSK 2020","Thu Sep 17 15:13:36 MSK 2020","29855","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","В другой банк","В другой банк",""
"passed","Thu Sep 17 13:58:25 MSK 2020","Thu Sep 17 13:58:45 MSK 2020","19756","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"passed","Thu Sep 17 14:25:32 MSK 2020","Thu Sep 17 14:27:58 MSK 2020","146425","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям",""
"passed","Thu Sep 17 14:50:54 MSK 2020","Thu Sep 17 14:51:18 MSK 2020","23465","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на вклад","Пользователю отображается список вкладов с выплатой процентов на вклад",""
"passed","Thu Sep 17 14:41:19 MSK 2020","Thu Sep 17 14:43:19 MSK 2020","119287","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Thu Sep 17 14:02:33 MSK 2020","Thu Sep 17 14:02:58 MSK 2020","24714","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"passed","Thu Sep 17 14:54:07 MSK 2020","Thu Sep 17 14:54:48 MSK 2020","41515","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада Максимальный в рублях","Открытие вклада Максимальный в рублях",""
"passed","Thu Sep 17 14:49:19 MSK 2020","Thu Sep 17 14:49:43 MSK 2020","23953","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе суммы вклада","Пользователю отображается список вкладов на основе суммы вклада",""
"passed","Thu Sep 17 14:51:41 MSK 2020","Thu Sep 17 14:52:07 MSK 2020","25328","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 1","Пользователю отображается список вкладов на основе набора параметров 1",""
"skipped","Thu Sep 17 14:54:07 MSK 2020","Thu Sep 17 14:54:07 MSK 2020","0","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","should go to DepositOpenForm when: there are hidden deposits and more button in aside","should go to DepositOpenForm when: there are hidden deposits and more button in aside",""
"passed","Thu Sep 17 14:10:58 MSK 2020","Thu Sep 17 14:13:50 MSK 2020","171636","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Thu Sep 17 14:16:23 MSK 2020","Thu Sep 17 14:17:54 MSK 2020","90364","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Thu Sep 17 14:39:42 MSK 2020","Thu Sep 17 14:41:19 MSK 2020","97265","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям",""
"failed","Thu Sep 17 14:56:57 MSK 2020","Thu Sep 17 14:58:46 MSK 2020","108500","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)",""
"skipped","Thu Sep 17 15:18:59 MSK 2020","Thu Sep 17 15:18:59 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Должна отобразится ошибка с номером 1106","Должна отобразится ошибка с номером 1106",""
"failed","Thu Sep 17 15:13:36 MSK 2020","Thu Sep 17 15:15:19 MSK 2020","103054","","Проведение переводов через продукт","","Проведение переводов через продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт",""
"passed","Thu Sep 17 14:34:47 MSK 2020","Thu Sep 17 14:36:40 MSK 2020","113318","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям",""
"passed","Thu Sep 17 14:36:40 MSK 2020","Thu Sep 17 14:38:11 MSK 2020","91013","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Организациям","Проверить в ленте операций отображение операции перевода В другой банк - Организациям",""
"skipped","Thu Sep 17 15:07:14 MSK 2020","Thu Sep 17 15:07:14 MSK 2020","1","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мне не интересно""","Отказ от предложения с выбором причины ""Мне не интересно""",""
"passed","Thu Sep 17 14:52:07 MSK 2020","Thu Sep 17 14:52:33 MSK 2020","26090","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 2","Пользователю отображается список вкладов на основе набора параметров 2",""
"passed","Thu Sep 17 14:53:50 MSK 2020","Thu Sep 17 14:54:07 MSK 2020","17020","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей",""
"passed","Thu Sep 17 15:17:38 MSK 2020","Thu Sep 17 15:18:02 MSK 2020","23928","","DocumentsCard integration tests","","DocumentsCard integration tests","Манипуляции с документом должны пройти успешно","Манипуляции с документом должны пройти успешно",""
"passed","Thu Sep 17 15:15:20 MSK 2020","Thu Sep 17 15:16:02 MSK 2020","42266","","NotificationsForm integration tests","","NotificationsForm integration tests","texts should have correct values","texts should have correct values",""
"passed","Thu Sep 17 14:08:23 MSK 2020","Thu Sep 17 14:10:58 MSK 2020","155367","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Thu Sep 17 14:02:02 MSK 2020","Thu Sep 17 14:02:33 MSK 2020","31589","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться корректная ошибка при изменении номера карты","Должна отображаться корректная ошибка при изменении номера карты",""
"passed","Thu Sep 17 14:54:48 MSK 2020","Thu Sep 17 14:55:28 MSK 2020","39165","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада в Максимальный в долларах","Открытие вклада в Максимальный в долларах",""
"skipped","Thu Sep 17 15:18:37 MSK 2020","Thu Sep 17 15:18:37 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render full progress bar after change limits(decreasing value)","should render full progress bar after change limits(decreasing value)",""
"failed","Thu Sep 17 15:05:36 MSK 2020","Thu Sep 17 15:07:12 MSK 2020","96024","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Проверить в ленте операций отображение оплаты ЖКУ (с карты)","Проверить в ленте операций отображение оплаты ЖКУ (с карты)",""
"passed","Thu Sep 17 14:19:40 MSK 2020","Thu Sep 17 14:21:18 MSK 2020","97625","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Thu Sep 17 14:02:58 MSK 2020","Thu Sep 17 14:04:37 MSK 2020","99101","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"passed","Thu Sep 17 14:06:33 MSK 2020","Thu Sep 17 14:08:23 MSK 2020","109242","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру карты (со счета)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"failed","Thu Sep 17 14:24:07 MSK 2020","Thu Sep 17 14:25:32 MSK 2020","84872","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией",""
"skipped","Thu Sep 17 15:09:51 MSK 2020","Thu Sep 17 15:09:51 MSK 2020","0","","Unblocking card integration tests","","Unblocking card integration tests","unblock should work correctly","unblock should work correctly",""
"skipped","Thu Sep 17 15:09:50 MSK 2020","Thu Sep 17 15:09:50 MSK 2020","0","","Replenish card integration tests","","Replenish card integration tests","replenish should display correctly","replenish should display correctly",""
"passed","Thu Sep 17 14:13:50 MSK 2020","Thu Sep 17 14:16:23 MSK 2020","153438","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Thu Sep 17 14:48:16 MSK 2020","Thu Sep 17 14:49:19 MSK 2020","63382","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранного срока","Пользователю отображается список вкладов на основе выбранного срока",""
"passed","Thu Sep 17 15:17:21 MSK 2020","Thu Sep 17 15:17:38 MSK 2020","17232","","DocumentsCard integration tests","","DocumentsCard integration tests","Должны отображаться паспортные данные","Должны отображаться паспортные данные",""
"passed","Thu Sep 17 15:09:11 MSK 2020","Thu Sep 17 15:09:49 MSK 2020","37873","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Успешное открытие квитанции платежа","Успешное открытие квитанции платежа",""
"skipped","Thu Sep 17 15:07:14 MSK 2020","Thu Sep 17 15:07:14 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мешает просмотру""","Отказ от предложения с выбором причины ""Мешает просмотру""",""
"passed","Thu Sep 17 14:30:43 MSK 2020","Thu Sep 17 14:33:16 MSK 2020","152822","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Людям","Проверить в ленте операций отображение операции перевода В другой банк - Людям",""
"passed","Thu Sep 17 14:43:19 MSK 2020","Thu Sep 17 14:45:06 MSK 2020","107779","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям",""
"passed","Thu Sep 17 14:00:55 MSK 2020","Thu Sep 17 14:01:39 MSK 2020","44750","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения",""
"passed","Thu Sep 17 15:02:46 MSK 2020","Thu Sep 17 15:05:36 MSK 2020","170008","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)",""
"passed","Thu Sep 17 13:58:45 MSK 2020","Thu Sep 17 13:59:05 MSK 2020","20828","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"passed","Thu Sep 17 15:08:42 MSK 2020","Thu Sep 17 15:09:11 MSK 2020","28548","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций",""
"failed","Thu Sep 17 15:11:31 MSK 2020","Thu Sep 17 15:13:06 MSK 2020","95298","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","Клиенту банка","Клиенту банка",""
"passed","Thu Sep 17 14:50:06 MSK 2020","Thu Sep 17 14:50:30 MSK 2020","23588","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью пополнения","Пользователю отображается список вкладов с возможностью пополнения",""
"passed","Thu Sep 17 15:08:08 MSK 2020","Thu Sep 17 15:08:41 MSK 2020","33477","","Security integration tests","","Security integration tests","Создание пароля через профиль у клиента с неверефицированным номером телефона","Создание пароля через профиль у клиента с неверефицированным номером телефона",""
"skipped","Thu Sep 17 15:09:50 MSK 2020","Thu Sep 17 15:09:50 MSK 2020","1","","Set notifications integration tests","","Set notifications integration tests","Disable notifications should work correctly","Disable notifications should work correctly",""
"passed","Thu Sep 17 14:45:06 MSK 2020","Thu Sep 17 14:45:55 MSK 2020","48213","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)",""
"passed","Thu Sep 17 14:52:33 MSK 2020","Thu Sep 17 14:52:59 MSK 2020","25862","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 3","Пользователю отображается список вкладов на основе набора параметров 3",""
"failed","Thu Sep 17 14:22:42 MSK 2020","Thu Sep 17 14:24:07 MSK 2020","84982","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"skipped","Thu Sep 17 15:07:14 MSK 2020","Thu Sep 17 15:07:14 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Хочу другие условия""","Отказ от предложения с выбором причины ""Хочу другие условия""",""
"passed","Thu Sep 17 15:16:02 MSK 2020","Thu Sep 17 15:17:20 MSK 2020","77965","","NotificationsForm integration tests","","NotificationsForm integration tests","Изменение типа нотификации должно проходить успешно","Изменение типа нотификации должно проходить успешно",""
"skipped","Thu Sep 17 15:09:50 MSK 2020","Thu Sep 17 15:09:50 MSK 2020","1","","Set notifications integration tests","","Set notifications integration tests","Enable notifications should work correctly","Enable notifications should work correctly",""
"passed","Thu Sep 17 15:09:51 MSK 2020","Thu Sep 17 15:09:56 MSK 2020","4912","","SignUpTemplate integration tests","","SignUpTemplate integration tests","should not render links to old dbo","should not render links to old dbo",""
"passed","Thu Sep 17 14:55:28 MSK 2020","Thu Sep 17 14:56:57 MSK 2020","88963","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Thu Sep 17 14:50:30 MSK 2020","Thu Sep 17 14:50:54 MSK 2020","24767","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов установлены все условия","Пользователю отображается список вкладов установлены все условия",""
"passed","Thu Sep 17 14:47:49 MSK 2020","Thu Sep 17 14:48:16 MSK 2020","26202","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранной валюты","Пользователю отображается список вкладов на основе выбранной валюты",""
"skipped","Thu Sep 17 15:09:50 MSK 2020","Thu Sep 17 15:09:50 MSK 2020","1","","Blocking card temporary integration tests","","Blocking card temporary integration tests","block should work correctly","block should work correctly",""
"passed","Thu Sep 17 15:18:38 MSK 2020","Thu Sep 17 15:18:58 MSK 2020","20173","","LanguageForm integration tests","","LanguageForm integration tests","Смена языка приложения должна пройти успешно","Смена языка приложения должна пройти успешно",""
"passed","Thu Sep 17 14:47:01 MSK 2020","Thu Sep 17 14:47:48 MSK 2020","46956","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Проверить в ленте операций отображение операции перевода SWIFT (со счета)","Проверить в ленте операций отображение операции перевода SWIFT (со счета)",""
"passed","Thu Sep 17 15:18:02 MSK 2020","Thu Sep 17 15:18:37 MSK 2020","34784","","LimitsForm integration tests","","LimitsForm integration tests","should render errors with highest limits and button should be disabled","should render errors with highest limits and button should be disabled",""
